Event,Network,Station,Channel,Label
2016256_113729,KS,ADO2,HG_74,74.28
2016256_113729,KS,BSA,HG_75,75.82
2016256_113729,KS,BUS2,HG_58,58.84
2016256_113729,KS,BUS2,HH_58,58.84
2016256_113729,KS,CHR,HG_68,68.96
2016256_113729,KS,CIG,HG_79,79.48
2016256_113729,KS,CIGB,HG_79,79.48
2016256_113729,KS,CIGB,HH_79,79.48
2016256_113729,KS,CSO,HG_69,69.36
2016256_113729,KS,DAG2,HG_27,27.32
2016256_113729,KS,DAG2,HH_27,27.32
2016256_113729,KS,DAU,HG_53,53.87
2016256_113729,KS,EUSB,HG_79,79.27
2016256_113729,KS,EUSB,HH_79,79.27
2016256_113729,KS,MAS,EL_87,87.91
2016256_113729,KS,MAS,HG_87,87.91
2016256_113729,KS,MAS2,EL_87,87.91
2016256_113729,KS,MAS2,HG_87,87.91
2016256_113729,KS,MIYA,HG_51,51.77
2016256_113729,KS,PHA2,EL_48,48.97
2016256_113729,KS,PHA2,HG_48,48.97
2016256_113729,KS,USN,EL_10,10.53
2016256_113729,KS,USN,HG_10,10.53
2016256_113729,KS,USN2,EL_10,10.53
2016256_113729,KS,USN2,HG_10,10.53
2016256_113729,KS,YEYB,HG_94,94.95
2016256_113729,KS,YEYB,HH_94,94.95
2016256_113729,KS,YOCB,HG_31,31.75
2016256_113729,KS,YOCB,HH_31,31.75
2016256_113729,KS,YODB,HG_86,86.32
2016256_113729,KS,YODB,HH_86,86.32
2016256_114155,KG,BBK,EL_30,30.38
2016256_114155,KG,BBK,HG_30,30.38
2016256_114155,KG,CGD,EL_35,35.12
2016256_114155,KG,CGD,HG_35,35.12
2016256_114155,KG,CHS,HG_47,47.53
2016256_114155,KG,CHS,HH_47,47.53
2016256_114155,KG,DKJ,EL_21,21.78
2016256_114155,KG,DKJ,HG_21,21.78
2016256_114155,KG,GKP1,HG_54,54.07
2016256_114155,KG,GKP1,HH_54,54.07
2016256_114155,KG,HAK,EL_34,34.31
2016256_114155,KG,HAK,HG_34,34.31
2016256_114155,KG,HDB,HG_19,19.77
2016256_114155,KG,HDB,HH_19,19.77
2016256_114155,KG,HWSB,HG_22,22.56
2016256_114155,KG,HWSB,HH_22,22.56
2016256_114155,KG,MAK,EL_43,43.23
2016256_114155,KG,MAK,HG_43,43.23
2016256_114155,KG,MKL,HG_6,6.17
2016256_114155,KG,MKL,HH_6,6.17
2016256_114155,KG,YSB,HG_33,33.67
2016256_114155,KG,YSB,HH_33,33.67
2016256_114155,KS,ADO2,EL_75,75.4
2016256_114155,KS,ADO2,HG_75,75.4
2016256_114155,KS,BSA,HG_73,73.95
2016256_114155,KS,BUS2,HG_57,57.06
2016256_114155,KS,BUS2,HH_57,57.06
2016256_114155,KS,CHR,HG_67,67.01
2016256_114155,KS,CIG,HG_78,78.74
2016256_114155,KS,CIGB,HG_78,78.74
2016256_114155,KS,CIGB,HH_78,78.74
2016256_114155,KS,CSO,HG_70,70.74
2016256_114155,KS,DAG2,HG_25,25.86
2016256_114155,KS,DAG2,HH_25,25.86
2016256_114155,KS,DAU,HG_52,52.85
2016256_114155,KS,EUSB,HG_79,79.76
2016256_114155,KS,EUSB,HH_79,79.76
2016256_114155,KS,HCNA,HG_94,94.21
2016256_114155,KS,MAS,EL_85,85.73
2016256_114155,KS,MAS,HG_85,85.73
2016256_114155,KS,MAS2,EL_85,85.73
2016256_114155,KS,MAS2,HG_85,85.73
2016256_114155,KS,MIYA,HG_49,49.63
2016256_114155,KS,PHA2,EL_50,50.97
2016256_114155,KS,PHA2,HG_50,50.97
2016256_114155,KS,USN,EL_8,8.35
2016256_114155,KS,USN,HG_8,8.35
2016256_114155,KS,USN2,EL_8,8.35
2016256_114155,KS,USN2,HG_8,8.35
2016256_114155,KS,YOCB,HG_31,31.93
2016256_114155,KS,YOCB,HH_31,31.93
2016256_114155,KS,YODB,HG_88,88.22
2016256_114155,KS,YODB,HH_88,88.22
2016256_115321,KG,BBK,EL_30,30.39
2016256_115321,KG,BBK,HG_30,30.39
2016256_115321,KG,CGD,EL_34,34.78
2016256_115321,KG,CGD,HG_34,34.78
2016256_115321,KG,CHS,HG_47,47.75
2016256_115321,KG,CHS,HH_47,47.75
2016256_115321,KG,DKJ,EL_21,21.96
2016256_115321,KG,DKJ,HG_21,21.96
2016256_115321,KG,GKP1,HG_53,53.9
2016256_115321,KG,GKP1,HH_53,53.9
2016256_115321,KG,HAK,EL_34,34.66
2016256_115321,KG,HAK,HG_34,34.66
2016256_115321,KG,HDB,HG_19,19.97
2016256_115321,KG,HDB,HH_19,19.97
2016256_115321,KG,HWSB,HG_22,22.67
2016256_115321,KG,HWSB,HH_22,22.67
2016256_115321,KG,MAK,EL_42,42.96
2016256_115321,KG,MAK,HG_42,42.96
2016256_115321,KG,MKL,HG_6,6.26
2016256_115321,KG,MKL,HH_6,6.26
2016256_115321,KG,YSB,HG_33,33.34
2016256_115321,KG,YSB,HH_33,33.34
2016256_115321,KS,ADO2,EL_75,75.58
2016256_115321,KS,ADO2,HG_75,75.58
2016256_115321,KS,BSA,HG_73,73.65
2016256_115321,KS,BUS2,HG_56,56.77
2016256_115321,KS,BUS2,HH_56,56.77
2016256_115321,KS,CHR,HG_66,66.69
2016256_115321,KS,CIG,HG_78,78.63
2016256_115321,KS,CIGB,HG_78,78.63
2016256_115321,KS,CIGB,HH_78,78.63
2016256_115321,KS,CSO,HG_70,70.98
2016256_115321,KS,DAG2,HG_25,25.63
2016256_115321,KS,DAG2,HH_25,25.63
2016256_115321,KS,DAU,HG_52,52.68
2016256_115321,KS,EUSB,HG_79,79.84
2016256_115321,KS,EUSB,HH_79,79.84
2016256_115321,KS,HCNA,HG_93,93.91
2016256_115321,KS,MAS,EL_85,85.37
2016256_115321,KS,MAS,HG_85,85.37
2016256_115321,KS,MAS2,EL_85,85.37
2016256_115321,KS,MAS2,HG_85,85.37
2016256_115321,KS,MIYA,HG_49,49.27
2016256_115321,KS,PHA2,EL_51,51.3
2016256_115321,KS,PHA2,HG_51,51.3
2016256_115321,KS,USN,EL_7,7.99
2016256_115321,KS,USN,HG_7,7.99
2016256_115321,KS,USN2,EL_7,7.99
2016256_115321,KS,USN2,HG_7,7.99
2016256_115321,KS,YOCB,HG_31,31.97
2016256_115321,KS,YOCB,HH_31,31.97
2016256_115321,KS,YODB,HG_88,88.54
2016256_115321,KS,YODB,HH_88,88.54
2016256_121250,KG,BBK,EL_29,29.85
2016256_121250,KG,BBK,HG_29,29.85
2016256_121250,KG,CGD,EL_34,34.94
2016256_121250,KG,CGD,HG_34,34.94
2016256_121250,KG,CHS,HG_48,48.2
2016256_121250,KG,CHS,HH_48,48.2
2016256_121250,KG,DKJ,EL_22,22.45
2016256_121250,KG,DKJ,HG_22,22.45
2016256_121250,KG,GKP1,HG_54,54.38
2016256_121250,KG,GKP1,HH_54,54.38
2016256_121250,KG,HAK,EL_34,34.56
2016256_121250,KG,HAK,HG_34,34.56
2016256_121250,KG,HDB,HG_19,19.54
2016256_121250,KG,HDB,HH_19,19.54
2016256_121250,KG,HWSB,HG_22,22.15
2016256_121250,KG,HWSB,HH_22,22.15
2016256_121250,KG,MAK,EL_42,42.58
2016256_121250,KG,MAK,HG_42,42.58
2016256_121250,KG,MKL,HG_5,5.74
2016256_121250,KG,MKL,HH_5,5.74
2016256_121250,KG,YSB,HG_33,33.08
2016256_121250,KG,YSB,HH_33,33.08
2016256_121250,KS,ADO2,EL_76,76.07
2016256_121250,KS,ADO2,HG_76,76.07
2016256_121250,KS,BSA,HG_73,73.34
2016256_121250,KS,BUS2,HG_56,56.43
2016256_121250,KS,BUS2,HH_56,56.43
2016256_121250,KS,CHR,HG_66,66.92
2016256_121250,KS,CIG,HG_79,79.14
2016256_121250,KS,CIGB,HG_79,79.14
2016256_121250,KS,CIGB,HH_79,79.14
2016256_121250,KS,CSO,HG_71,71.41
2016256_121250,KS,DAG2,HG_26,26.04
2016256_121250,KS,DAG2,HH_26,26.04
2016256_121250,KS,DAU,HG_53,53.16
2016256_121250,KS,EUSB,HG_80,80.38
2016256_121250,KS,EUSB,HH_80,80.38
2016256_121250,KS,HCNA,HG_94,94.21
2016256_121250,KS,MAS,EL_85,85.33
2016256_121250,KS,MAS,HG_85,85.33
2016256_121250,KS,MAS2,EL_85,85.33
2016256_121250,KS,MAS2,HG_85,85.33
2016256_121250,KS,MIYA,HG_49,49.35
2016256_121250,KS,PHA2,EL_51,51.54
2016256_121250,KS,PHA2,HG_51,51.54
2016256_121250,KS,USN,EL_7,7.96
2016256_121250,KS,USN,HG_7,7.96
2016256_121250,KS,USN2,EL_7,7.96
2016256_121250,KS,USN2,HG_7,7.96
2016256_121250,KS,YOCB,HG_32,32.52
2016256_121250,KS,YOCB,HH_32,32.52
2016256_121250,KS,YODB,HG_88,88.82
2016256_121250,KS,YODB,HH_88,88.82
2016256_123357,KG,BBK,EL_41,41.13
2016256_123357,KG,BBK,HG_41,41.13
2016256_123357,KG,CGD,EL_23,23.74
2016256_123357,KG,CGD,HG_23,23.74
2016256_123357,KG,CHS,HG_47,47.7
2016256_123357,KG,CHS,HH_47,47.7
2016256_123357,KG,DKJ,EL_22,22.47
2016256_123357,KG,DKJ,HG_22,22.47
2016256_123357,KG,GKP1,HG_41,41.54
2016256_123357,KG,GKP1,HH_41,41.54
2016256_123357,KG,HAK,EL_46,46.4
2016256_123357,KG,HAK,HG_46,46.4
2016256_123357,KG,HDB,HG_33,33.05
2016256_123357,KG,HDB,HH_33,33.05
2016256_123357,KG,HWSB,HG_34,34.97
2016256_123357,KG,HWSB,HH_34,34.97
2016256_123357,KG,MAK,EL_44,44.44
2016256_123357,KG,MAK,HG_44,44.44
2016256_123357,KG,MKL,HG_18,18.93
2016256_123357,KG,MKL,HH_18,18.93
2016256_123357,KG,YSB,HG_31,31.92
2016256_123357,KG,YSB,HH_31,31.92
2016256_123357,KS,ADO2,EL_73,73.5
2016256_123357,KS,ADO2,HG_73,73.5
2016256_123357,KS,BSA,HG_71,71.97
2016256_123357,KS,BUS2,HG_56,56.45
2016256_123357,KS,BUS2,HH_56,56.45
2016256_123357,KS,CHR,HG_54,54.37
2016256_123357,KS,CIG,HG_66,66.98
2016256_123357,KS,CIGB,HG_66,66.98
2016256_123357,KS,CIGB,HH_66,66.98
2016256_123357,KS,CSO,HG_70,70.94
2016256_123357,KS,DAG2,HG_12,12.54
2016256_123357,KS,DAG2,HH_12,12.54
2016256_123357,KS,DAU,HG_40,40.32
2016256_123357,KS,EUSB,HG_73,73.77
2016256_123357,KS,EUSB,HH_73,73.77
2016256_123357,KS,HAC,HG_81,81.03
2016256_123357,KS,HCNA,HG_81,81.01
2016256_123357,KS,MAS,EL_77,77.12
2016256_123357,KS,MAS,HG_77,77.12
2016256_123357,KS,MAS2,EL_77,77.12
2016256_123357,KS,MAS2,HG_77,77.12
2016256_123357,KS,MIYA,HG_39,39.17
2016256_123357,KS,PHA2,EL_57,57.43
2016256_123357,KS,PHA2,HG_57,57.43
2016256_123357,KS,USN,EL_9,9.84
2016256_123357,KS,USN,HG_9,9.84
2016256_123357,KS,USN2,EL_9,9.84
2016256_123357,KS,USN2,HG_9,9.84
2016256_123357,KS,YOCB,HG_25,25.93
2016256_123357,KS,YOCB,HH_25,25.93
2016256_133124,KG,BBK,EL_30,30.21
2016256_133124,KG,BBK,HG_30,30.21
2016256_133124,KG,CGD,EL_36,36.05
2016256_133124,KG,CGD,HG_36,36.05
2016256_133124,KG,CHS,HG_47,47.1
2016256_133124,KG,CHS,HH_47,47.1
2016256_133124,KG,DKJ,EL_21,21.48
2016256_133124,KG,DKJ,HG_21,21.48
2016256_133124,KG,GKP1,HG_54,54.64
2016256_133124,KG,GKP1,HH_54,54.64
2016256_133124,KG,HAK,EL_33,33.37
2016256_133124,KG,HAK,HG_33,33.37
2016256_133124,KG,HDB,HG_19,19.12
2016256_133124,KG,HDB,HH_19,19.12
2016256_133124,KG,HWSB,HG_22,22.15
2016256_133124,KG,HWSB,HH_22,22.15
2016256_133124,KG,MAK,EL_43,43.82
2016256_133124,KG,MAK,HG_43,43.82
2016256_133124,KG,MKL,HG_5,5.87
2016256_133124,KG,MKL,HH_5,5.87
2016256_133124,KG,YSB,HG_34,34.43
2016256_133124,KG,YSB,HH_34,34.43
2016256_133124,KS,ADO2,EL_75,75.06
2016256_133124,KS,ADO2,HG_75,75.06
2016256_133124,KS,BSA,HG_74,74.66
2016256_133124,KS,BUS2,HG_57,57.73
2016256_133124,KS,BUS2,HH_57,57.73
2016256_133124,KS,CHR,HG_67,67.92
2016256_133124,KS,CIG,HG_79,79.21
2016256_133124,KS,CIGB,HG_79,79.21
2016256_133124,KS,CIGB,HH_79,79.21
2016256_133124,KS,CSO,HG_70,70.28
2016256_133124,KS,DAG2,HG_26,26.6
2016256_133124,KS,DAG2,HH_26,26.6
2016256_133124,KS,DAU,HG_53,53.42
2016256_133124,KS,EUSB,HG_79,79.7
2016256_133124,KS,EUSB,HH_79,79.7
2016256_133124,KS,HCNA,HG_95,95.07
2016256_133124,KS,MAS,EL_86,86.66
2016256_133124,KS,MAS,HG_86,86.66
2016256_133124,KS,MAS2,EL_86,86.66
2016256_133124,KS,MAS2,HG_86,86.66
2016256_133124,KS,MIYA,HG_50,50.57
2016256_133124,KS,PHA2,EL_50,50.18
2016256_133124,KS,PHA2,HG_50,50.18
2016256_133124,KS,USN,EL_9,9.28
2016256_133124,KS,USN,HG_9,9.28
2016256_133124,KS,USN2,EL_9,9.28
2016256_133124,KS,USN2,HG_9,9.28
2016256_133124,KS,YOCB,HG_32,32.0
2016256_133124,KS,YOCB,HH_32,32.0
2016256_133124,KS,YODB,HG_87,87.49
2016256_133124,KS,YODB,HH_87,87.49
2016256_150418,KG,BBK,EL_29,29.87
2016256_150418,KG,BBK,HG_29,29.87
2016256_150418,KG,CGD,EL_37,37.41
2016256_150418,KG,CGD,HG_37,37.41
2016256_150418,KG,CHS,HG_46,46.65
2016256_150418,KG,CHS,HH_46,46.65
2016256_150418,KG,DKJ,EL_21,21.26
2016256_150418,KG,DKJ,HG_21,21.26
2016256_150418,KG,GKP1,HG_55,55.59
2016256_150418,KG,GKP1,HH_55,55.59
2016256_150418,KG,HAK,EL_32,32.01
2016256_150418,KG,HAK,HG_32,32.01
2016256_150418,KG,HDB,HG_18,18.13
2016256_150418,KG,HDB,HH_18,18.13
2016256_150418,KG,HWSB,HG_21,21.48
2016256_150418,KG,HWSB,HH_21,21.48
2016256_150418,KG,MAK,EL_44,44.58
2016256_150418,KG,MAK,HG_44,44.58
2016256_150418,KG,MKL,HG_5,5.55
2016256_150418,KG,MKL,HH_5,5.55
2016256_150418,KG,YSB,HG_35,35.46
2016256_150418,KG,YSB,HH_35,35.46
2016256_150418,KS,ADO2,EL_74,74.72
2016256_150418,KS,ADO2,HG_74,74.72
2016256_150418,KS,BSA,HG_75,75.59
2016256_150418,KS,BUS2,HG_58,58.58
2016256_150418,KS,BUS2,HH_58,58.58
2016256_150418,KS,CHR,HG_69,69.25
2016256_150418,KS,CIG,HG_80,80.01
2016256_150418,KS,CIGB,HG_80,80.01
2016256_150418,KS,CIGB,HH_80,80.01
2016256_150418,KS,CSO,HG_69,69.75
2016256_150418,KS,DAG2,HG_27,27.75
2016256_150418,KS,DAG2,HH_27,27.75
2016256_150418,KS,DAU,HG_54,54.37
2016256_150418,KS,EUSB,HG_79,79.78
2016256_150418,KS,EUSB,HH_79,79.78
2016256_150418,KS,MAS,EL_87,87.95
2016256_150418,KS,MAS,HG_87,87.95
2016256_150418,KS,MAS2,EL_87,87.95
2016256_150418,KS,MAS2,HG_87,87.95
2016256_150418,KS,MIYA,HG_51,51.93
2016256_150418,KS,PHA2,EL_49,49.14
2016256_150418,KS,PHA2,HG_49,49.14
2016256_150418,KS,USN,EL_10,10.59
2016256_150418,KS,USN,HG_10,10.59
2016256_150418,KS,USN2,EL_10,10.59
2016256_150418,KS,USN2,HG_10,10.59
2016256_150418,KS,YEYB,HG_95,95.31
2016256_150418,KS,YEYB,HH_95,95.31
2016256_150418,KS,YOCB,HG_32,32.28
2016256_150418,KS,YOCB,HH_32,32.28
2016256_150418,KS,YODB,HG_86,86.54
2016256_150418,KS,YODB,HH_86,86.54
2016256_152108,KG,BBK,EL_31,31.0
2016256_152108,KG,BBK,HG_31,31.0
2016256_152108,KG,CGD,EL_36,36.61
2016256_152108,KG,CGD,HG_36,36.61
2016256_152108,KG,CHS,HG_45,45.98
2016256_152108,KG,CHS,HH_45,45.98
2016256_152108,KG,DKJ,EL_20,20.41
2016256_152108,KG,DKJ,HG_20,20.41
2016256_152108,KG,GKP1,HG_54,54.35
2016256_152108,KG,GKP1,HH_54,54.35
2016256_152108,KG,HAK,EL_32,32.76
2016256_152108,KG,HAK,HG_32,32.76
2016256_152108,KG,HDB,HG_19,19.37
2016256_152108,KG,HDB,HH_19,19.37
2016256_152108,KG,HWSB,HG_22,22.71
2016256_152108,KG,HWSB,HH_22,22.71
2016256_152108,KG,MAK,EL_44,44.97
2016256_152108,KG,MAK,HG_44,44.97
2016256_152108,KG,MKL,HG_6,6.64
2016256_152108,KG,MKL,HH_6,6.64
2016256_152108,KG,YSB,HG_35,35.53
2016256_152108,KG,YSB,HH_35,35.53
2016256_152108,KS,ADO2,EL_73,73.96
2016256_152108,KS,ADO2,HG_73,73.96
2016256_152108,KS,BSA,HG_75,75.78
2016256_152108,KS,BUS2,HG_58,58.86
2016256_152108,KS,BUS2,HH_58,58.86
2016256_152108,KS,CHR,HG_68,68.32
2016256_152108,KS,CIG,HG_78,78.76
2016256_152108,KS,CIGB,HG_78,78.76
2016256_152108,KS,CIGB,HH_78,78.76
2016256_152108,KS,CSO,HG_69,69.14
2016256_152108,KS,DAG2,HG_26,26.59
2016256_152108,KS,DAG2,HH_26,26.59
2016256_152108,KS,DAU,HG_53,53.13
2016256_152108,KS,EUSB,HG_78,78.75
2016256_152108,KS,EUSB,HH_78,78.75
2016256_152108,KS,MAS,EL_87,87.52
2016256_152108,KS,MAS,HG_87,87.52
2016256_152108,KS,MAS2,EL_87,87.52
2016256_152108,KS,MAS2,HG_87,87.52
2016256_152108,KS,MIYA,HG_51,51.26
2016256_152108,KS,PHA2,EL_49,49.1
2016256_152108,KS,PHA2,HG_49,49.1
2016256_152108,KS,USN,EL_10,10.16
2016256_152108,KS,USN,HG_10,10.16
2016256_152108,KS,USN2,EL_10,10.16
2016256_152108,KS,USN2,HG_10,10.16
2016256_152108,KS,YOCB,HG_31,31.16
2016256_152108,KS,YOCB,HH_31,31.16
2016256_152108,KS,YODB,HG_86,86.38
2016256_152108,KS,YODB,HH_86,86.38
2016256_152857,KG,BBK,EL_30,30.36
2016256_152857,KG,BBK,HG_30,30.36
2016256_152857,KG,CGD,EL_35,35.79
2016256_152857,KG,CGD,HG_35,35.79
2016256_152857,KG,CHS,HG_47,47.12
2016256_152857,KG,CHS,HH_47,47.12
2016256_152857,KG,DKJ,EL_21,21.46
2016256_152857,KG,DKJ,HG_21,21.46
2016256_152857,KG,GKP1,HG_54,54.4
2016256_152857,KG,GKP1,HH_54,54.4
2016256_152857,KG,HAK,EL_33,33.62
2016256_152857,KG,HAK,HG_33,33.62
2016256_152857,KG,HDB,HG_19,19.37
2016256_152857,KG,HDB,HH_19,19.37
2016256_152857,KG,HWSB,HG_22,22.35
2016256_152857,KG,HWSB,HH_22,22.35
2016256_152857,KG,MAK,EL_43,43.75
2016256_152857,KG,MAK,HG_43,43.75
2016256_152857,KG,MKL,HG_6,6.04
2016256_152857,KG,MKL,HH_6,6.04
2016256_152857,KG,YSB,HG_34,34.29
2016256_152857,KG,YSB,HH_34,34.29
2016256_152857,KS,ADO2,EL_75,75.04
2016256_152857,KS,ADO2,HG_75,75.04
2016256_152857,KS,BSA,HG_74,74.55
2016256_152857,KS,BUS2,HG_57,57.63
2016256_152857,KS,BUS2,HH_57,57.63
2016256_152857,KS,CHR,HG_67,67.65
2016256_152857,KS,CIG,HG_78,78.99
2016256_152857,KS,CIGB,HG_78,78.99
2016256_152857,KS,CIGB,HH_78,78.99
2016256_152857,KS,CSO,HG_70,70.3
2016256_152857,KS,DAG2,HG_26,26.34
2016256_152857,KS,DAG2,HH_26,26.34
2016256_152857,KS,DAU,HG_53,53.18
2016256_152857,KS,EUSB,HG_79,79.61
2016256_152857,KS,EUSB,HH_79,79.61
2016256_152857,KS,HCNA,HG_94,94.8
2016256_152857,KS,MAS,EL_86,86.43
2016256_152857,KS,MAS,HG_86,86.43
2016256_152857,KS,MAS2,EL_86,86.43
2016256_152857,KS,MAS2,HG_86,86.43
2016256_152857,KS,MIYA,HG_50,50.32
2016256_152857,KS,PHA2,EL_50,50.33
2016256_152857,KS,PHA2,HG_50,50.33
2016256_152857,KS,USN,EL_9,9.06
2016256_152857,KS,USN,HG_9,9.06
2016256_152857,KS,USN2,EL_9,9.06
2016256_152857,KS,USN2,HG_9,9.06
2016256_152857,KS,YOCB,HG_31,31.87
2016256_152857,KS,YOCB,HH_31,31.87
2016256_152857,KS,YODB,HG_87,87.61
2016256_152857,KS,YODB,HH_87,87.61
2016256_153455,KG,BBK,EL_31,31.05
2016256_153455,KG,BBK,HG_31,31.05
2016256_153455,KG,CGD,EL_34,34.59
2016256_153455,KG,CGD,HG_34,34.59
2016256_153455,KG,CHS,HG_47,47.22
2016256_153455,KG,CHS,HH_47,47.22
2016256_153455,KG,DKJ,EL_21,21.39
2016256_153455,KG,DKJ,HG_21,21.39
2016256_153455,KG,GKP1,HG_53,53.33
2016256_153455,KG,GKP1,HH_53,53.33
2016256_153455,KG,HAK,EL_34,34.81
2016256_153455,KG,HAK,HG_34,34.81
2016256_153455,KG,HDB,HG_20,20.5
2016256_153455,KG,HDB,HH_20,20.5
2016256_153455,KG,HWSB,HG_23,23.29
2016256_153455,KG,HWSB,HH_23,23.29
2016256_153455,KG,MAK,EL_43,43.42
2016256_153455,KG,MAK,HG_43,43.42
2016256_153455,KG,MKL,HG_6,6.89
2016256_153455,KG,MKL,HH_6,6.89
2016256_153455,KG,YSB,HG_33,33.66
2016256_153455,KG,YSB,HH_33,33.66
2016256_153455,KS,ADO2,EL_75,75.02
2016256_153455,KS,ADO2,HG_75,75.02
2016256_153455,KS,BSA,HG_74,74.01
2016256_153455,KS,BUS2,HG_57,57.18
2016256_153455,KS,BUS2,HH_57,57.18
2016256_153455,KS,CHR,HG_66,66.41
2016256_153455,KS,CIG,HG_78,78.01
2016256_153455,KS,CIGB,HG_78,78.01
2016256_153455,KS,CIGB,HH_78,78.01
2016256_153455,KS,CSO,HG_70,70.47
2016256_153455,KS,DAG2,HG_25,25.14
2016256_153455,KS,DAG2,HH_25,25.14
2016256_153455,KS,DAU,HG_52,52.11
2016256_153455,KS,EUSB,HG_79,79.2
2016256_153455,KS,EUSB,HH_79,79.2
2016256_153455,KS,HCNA,HG_93,93.56
2016256_153455,KS,MAS,EL_85,85.41
2016256_153455,KS,MAS,HG_85,85.41
2016256_153455,KS,MAS2,EL_85,85.41
2016256_153455,KS,MAS2,HG_85,85.41
2016256_153455,KS,MIYA,HG_49,49.17
2016256_153455,KS,PHA2,EL_51,51.03
2016256_153455,KS,PHA2,HG_51,51.03
2016256_153455,KS,USN,EL_8,8.06
2016256_153455,KS,USN,HG_8,8.06
2016256_153455,KS,USN2,EL_8,8.06
2016256_153455,KS,USN2,HG_8,8.06
2016256_153455,KS,YOCB,HG_31,31.32
2016256_153455,KS,YOCB,HH_31,31.32
2016256_153455,KS,YODB,HG_88,88.2
2016256_153455,KS,YODB,HH_88,88.2
2016256_154531,KG,BBK,EL_30,30.66
2016256_154531,KG,BBK,HG_30,30.66
2016256_154531,KG,CGD,EL_38,38.59
2016256_154531,KG,CGD,HG_38,38.59
2016256_154531,KG,CHS,HG_45,45.26
2016256_154531,KG,CHS,HH_45,45.26
2016256_154531,KG,DKJ,EL_20,20.07
2016256_154531,KG,DKJ,HG_20,20.07
2016256_154531,KG,GKP1,HG_55,55.71
2016256_154531,KG,GKP1,HH_55,55.71
2016256_154531,KG,HAK,EL_30,30.78
2016256_154531,KG,HAK,HG_30,30.78
2016256_154531,KG,HDB,HG_18,18.09
2016256_154531,KG,HDB,HH_18,18.09
2016256_154531,KG,HWSB,HG_21,21.92
2016256_154531,KG,HWSB,HH_21,21.92
2016256_154531,KG,MAK,EL_46,46.15
2016256_154531,KG,MAK,HG_46,46.15
2016256_154531,KG,MKL,HG_6,6.6
2016256_154531,KG,MKL,HH_6,6.6
2016256_154531,KG,YSB,HG_37,37.08
2016256_154531,KG,YSB,HH_37,37.08
2016256_154531,KS,ADO2,EL_73,73.41
2016256_154531,KS,ADO2,HG_73,73.41
2016256_154531,KS,BSA,HG_77,77.2
2016256_154531,KS,BUS2,HG_60,60.18
2016256_154531,KS,BUS2,HH_60,60.18
2016256_154531,KS,CHR,HG_70,70.27
2016256_154531,KS,CIG,HG_79,79.89
2016256_154531,KS,CIGB,HG_79,79.89
2016256_154531,KS,CIGB,HH_79,79.89
2016256_154531,KS,CSO,HG_68,68.31
2016256_154531,KS,DAG2,HG_28,28.29
2016256_154531,KS,DAG2,HH_28,28.29
2016256_154531,KS,DAU,HG_54,54.49
2016256_154531,KS,EUSB,HG_78,78.81
2016256_154531,KS,EUSB,HH_78,78.81
2016256_154531,KS,MAS,EL_89,89.43
2016256_154531,KS,MAS,HG_89,89.43
2016256_154531,KS,MAS2,EL_89,89.43
2016256_154531,KS,MAS2,HG_89,89.43
2016256_154531,KS,MIYA,HG_53,53.24
2016256_154531,KS,PHA2,EL_47,47.53
2016256_154531,KS,PHA2,HG_47,47.53
2016256_154531,KS,USN,EL_12,12.06
2016256_154531,KS,USN,HG_12,12.06
2016256_154531,KS,USN2,EL_12,12.06
2016256_154531,KS,USN2,HG_12,12.06
2016256_154531,KS,YEYB,HG_93,93.83
2016256_154531,KS,YEYB,HH_93,93.83
2016256_154531,KS,YOCB,HG_31,31.56
2016256_154531,KS,YOCB,HH_31,31.56
2016256_154531,KS,YODB,HG_84,84.93
2016256_154531,KS,YODB,HH_84,84.93
2016256_154906,KG,BBK,EL_27,27.31
2016256_154906,KG,BBK,HG_27,27.31
2016256_154906,KG,CGD,EL_31,31.6
2016256_154906,KG,CGD,HG_31,31.6
2016256_154906,KG,CHS,HG_53,53.91
2016256_154906,KG,CHS,HH_53,53.91
2016256_154906,KG,DKJ,EL_27,27.95
2016256_154906,KG,DKJ,HG_27,27.95
2016256_154906,KG,GKP1,HG_55,55.36
2016256_154906,KG,GKP1,HH_55,55.36
2016256_154906,KG,HAK,EL_39,39.04
2016256_154906,KG,HAK,HG_39,39.04
2016256_154906,KG,HDB,HG_20,20.81
2016256_154906,KG,HDB,HH_20,20.81
2016256_154906,KG,HWSB,HG_21,21.51
2016256_154906,KG,HWSB,HH_21,21.51
2016256_154906,KG,MAK,EL_36,36.62
2016256_154906,KG,MAK,HG_36,36.62
2016256_154906,KG,MKL,HG_7,7.21
2016256_154906,KG,MKL,HH_7,7.21
2016256_154906,KG,YSB,HG_27,27.08
2016256_154906,KG,YSB,HH_27,27.08
2016256_154906,KS,ADO2,EL_81,81.54
2016256_154906,KS,ADO2,HG_81,81.54
2016256_154906,KS,BSA,HG_67,67.29
2016256_154906,KS,BUS2,HG_50,50.39
2016256_154906,KS,BUS2,HH_50,50.39
2016256_154906,KS,CHR,HG_64,64.08
2016256_154906,KS,CIG,HG_80,80.8
2016256_154906,KS,CIGB,HG_80,80.8
2016256_154906,KS,CIGB,HH_80,80.8
2016256_154906,KS,CSO,HG_77,77.2
2016256_154906,KS,DAG2,HG_26,26.07
2016256_154906,KS,DAG2,HH_26,26.07
2016256_154906,KS,DAU,HG_54,54.14
2016256_154906,KS,EURB,HG_90,90.53
